Sample.Name	X14.3.3.zeta.R.V	X14.3.3.beta.R.V	X4E.BP1.R.V	X4E.BP1_pS65.R.V	X53BP1.R.V	A.Raf.R.V	ACC1.R.C	ACC_pS79.R.V	Akt.R.V	Akt_pS473.R.V	Akt_pT308.R.V	AMPK.a2_pS345.R.V	AMPKa.R.C	AMPKa_pT172.R.C	AR.R.V	ARID1A.R.C	Atg3.R.V	Atg7.R.V	ATM.R.V	ATM_pS1981.R.V	ATR_pS428.R.C	Aurora.B.R.V	Axl.R.V	b.Actin.R.C	b.Catenin.R.V	b.Catenin_pT41_S45.R.V	B.Raf.R.C	B.Raf_pS445.R.V	B7.H4.R.C	Bad_pS112.R.V	Bak.R.C	Bax.R.V	Bcl.xL.R.V	Beclin.R.C	Bid.R.C	Bim.R.V	BRD4.R.V	c.Abl.R.V	c.IAP2.R.C	c.Jun_pS73.R.V	c.Kit.R.V	c.Met_pY1234_Y1235.R.V	c.Myc.R.C	C.Raf.R.C	C.Raf_pS338.R.V	Caspase.3.R.C	Caspase.7.cleaved..R.C	Caveolin.1.R.V	CD134.R.V	CD20.R.C	CD4.R.V	cdc25C.R.V	cdc2_pY15.R.C	CDK1_pT14.R.C	Chk1_pS296.R.V	Chk2_pT68.R.C	Claudin.7.R.V	COG3.R.V	Collagen.VI.R.V	Connexin.43.R.C	Cox.IV.R.V	Cox2.R.C	Creb.R.C	Cyclin.B1.R.V	Cyclin.D1.R.V	D.a.Tubulin.R.V	DJ1.R.V	DM.Histone.H3.R.V	DUSP4.R.V	E.Cadherin.R.V	eEF2.R.C	eEF2K.R.V	EGFR.R.V	EGFR_pY1173.R.V	eIF4E.R.V	eIF4E_pS209.R.V	eIF4G.R.C	Elk1_pS383.R.C	ER.R.V	ER.a_pS118.R.V	ERCC5.R.C	Ets.1.R.V	FAK.R.C	FAK_pY397.R.V	FASN.R.V	Fibronectin.R.V	FOXM1.R.V	FoxO3a.R.C	FoxO3a_pS318_S321.R.C	G6PD.R.V	Gab2.R.V	GATA6.R.V	GCLM.R.C	GCN5L2.R.V	Glutamate.D1.2.R.V	Glutaminase.R.C	Granzyme.B.R.V	GSK.3a.b_pS21_S9.R.V	Gys.R.V	Gys_pS641.R.V	HER2_pY1248.R.C	HER3.R.V	HER3_pY1289.R.C	Heregulin.R.V	HES1.R.V	Hexokinase.II.R.V	Histone.H3.R.V	HSP27_pS82.R.V	HSP70.R.C	IGF1R_pY1135_Y1136.R.V	IGFBP2.R.V	IGFRb.R.C	INPP4b.R.V	IR.b.R.C	IRF.1.R.C	IRS1.R.V	Jagged1.R.V	Jak2.R.V	JNK2.R.C	JNK_pT183_Y185.R.V	LC3A.B.R.C	Lck.R.V	LDHA.R.C	LRP6_pS1490.R.V	MAPK_pT202.Y204.R.V	Mcl.1.R.V	MCT4.R.V	MDM2_pS166.R.V	MEK1.R.V	MEK1_p_S217.S221.R.V	MERIT40_pS29.R.V	Merlin.R.C	MIF.R.C	MMP14..EP1264Y..R.N	MMP2.R.V	Mnk1.R.V	MSH6.R.C	MSI2.R.C	mTOR.R.V	mTOR_pS2448.R.C	Myosin.11.R.V	Myosin.IIa_pS1943.R.V	Myt1.R.C	N.Cadherin.R.V	NAPSIN.A.R.C	NDRG1_pT346.R.V	NF.kB.p65_pS536.R.C	Notch1.R.V	Notch3.R.C	Oct.4.R.C	P.Cadherin.R.C	p16INK4a.R.V	p21.R.C	p27.Kip.1.R.V	p27_pT198.R.V	p38.MAPK.R.V	p38_pT180_Y182.R.V	p44.42.MAPK.R.V	p53.R.C	p70.S6K1.R.V	p70.S6K_pT389.R.V	p90RSK_pT573.R.C	PAICS.R.C	PAK1.R.V	PAK4.R.V	PAR.R.C	PARP.R.V	Paxillin.R.C	PD.L1.R.C	Pdcd4.R.C	PDHK1.R.C	PDK1.R.V	PDK1_pS241.R.V	PEA.15.R.V	PEA.15_pS116.R.V	PI3K.p110.a.R.C	PI3K.p85.R.V	PKA.a.R.V	PKC.b.II_pS660.R.V	PKC.delta_pS664.R.V	PKCa.R.V	PKM2.R.C	PLC.gamma2_pY759.R.C	PLK1.R.C	PMS2.R.V	PR.R.V	PRAS40_pT246.R.V	PREX1.R.V	PTEN.R.V	Rab11.R.C	Rab25.R.V	Rad50.R.V	Rad51.R.C	Raptor.R.V	RBM15.R.V	Rb_pS807_S811.R.V	Rictor.R.C	Rictor_pT1135.R.V	RIP.R.C	RPA32_pS4.S8.R.C	RSK.R.C	S6_pS235_S236.R.V	S6_pS240_S244.R.V	SDHA.R.V	Shc_pY317.R.V	SHP.2_pY542.R.C	SLC1A5.R.C	Slfn11.G.C	Smad1.R.V	Smad3.R.V	SOD2.R.V	Sox2.R.V	Src_pY419.R.V	Src_pY527.R.V	Stat3.R.C	Stat3_pY705.R.V	Stat5a.R.V	Stathmin.1.R.V	STING.R.V	TAZ.R.V	TFAM.R.V	TFRC.R.V	TIGAR.R.V	TRIM25.R.C	TSC1.R.C	TTF1.R.V	Tuberin.R.V	Tuberin_pT1462.R.V	TUFM.R.V	Tyro3.R.V	U.Histone.H2B.R.C	UBAC1.R.V	ULK1_pS757.R.C	VASP.R.V	VEGFR.2.R.V	Wee1.R.C	Wee1_pS642.R.C	WIPI1.R.C	WIPI2.R.C	XBP.1.G.C	XPF.R.C	XRCC1.R.C	YAP.R.C	YAP_pS127.R.V	YB1_pS102.R.V	ZAP.70.R.C	CF1	CF2
3787882.final.bam	0.791611448	0.900354719	1.190696133	0.966992405	1.149396929	1.221666656	0.760774114	0.731983078	0.979243655	0.686218769	0.975337528	0.939988816	0.921362168	1.254522412	1.116379881	0.747245348	0.976871421	1.020165667	1.083229499	1.098349094	0.962039251	0.929316643	1.140615338	0.67966902	0.68732441	0.957790151	0.763466436	0.864627407	1.078712983	0.934762832	1.077494491	0.999385921	0.89061227	1.076009844	1.033992971	1.074112992	0.856600452	1.326581981	0.883930909	1.143612433	1.115620612	1.049193363	0.846722497	0.952109221	1.020940372	1.204021098	1.696122694	1.029230853	1.0895908	1.147926323	1.096714677	0.849456434	0.966576683	0.885070519	1.007202472	1.106108385	0.487732152	0.926854344	1.107977908	1.112550752	0.84929669	1.102792579	1.040786346	0.749335536	1.024290522	1.797515349	0.711322313	0.826762331	0.621442002	0.867733928	0.886022286	0.744297234	1.000051321	0.993136	1.073357289	1.032271816	0.795858106	1.00422313	1.129925355	1.000919585	0.922219812	0.987536587	1.02988588	1.1193299	0.932676749	0.522876592	0.858267064	1.036447967	1.081550649	1.138581601	1.256236819	1.089665586	1.020750335	1.006119146	1.038943593	1.021959048	1.157427052	0.73260928	1.002941173	0.575323038	1.150255833	0.878850572	1.033172495	1.013531331	0.955520694	0.970393527	0.627283131	0.420781675	0.974797167	0.918272867	6.371311592	1.154170772	0.950878797	1.115771228	1.205725989	0.93010518	1.044765107	0.900902653	0.981972006	1.056491383	0.887739207	1.106824464	0.901872227	0.9353678	1.129419008	0.92240791	0.848567164	0.936580156	0.783835759	0.936781998	0.963965126	0.87406653	1.079569456	1.180305653	1.040347924	0.962547415	1.144821558	1.036799508	0.674735946	0.662821203	1.190443253	0.556715439	0.993434736	1.017721492	1.198229109	0.442757383	1.023369703	1.085443556	1.006462877	1.529580265	1.243658063	0.959340046	0.81177982	0.844027796	1.140054123	0.916689151	1.098960982	1.054784576	1.736799863	0.996000634	1.01144325	1.030711334	1.085974719	1.032311871	1.214320017	1.266035513	0.815402453	0.842938751	1.024580748	1.251099222	1.05452917	0.905150191	0.755768573	1.084638945	1.157275219	0.956434977	1.109650455	0.829680921	0.954793932	1.053800232	0.970918899	0.8373171	1.143139862	0.726899181	0.898481332	1.158734154	0.8353496	1.096917365	0.918262488	0.941294974	1.01559881	1.091789495	0.68525696	0.910811116	0.846714623	0.590903199	0.654885557	1.035374873	0.784332586	0.767798061	0.828259554	1.13435849	0.732401599	0.886056033	0.892525533	1.017206419	0.719837881	0.965170008	1.056165126	0.999948679	1.074024682	1.040065498	1.085436739	0.62592255	1.175222631	0.909626279	0.763477218	1.174225462	0.949748777	1.080529109	1.472462302	1.030014774	0.870109382	0.712068547	0.970779254	1.068086958	1.134681588	1.079965012	0.917917722	0.989849155	0.707172055	1.066155318	0.853019899	0.980834909	0.917357649	1.021083109	1.134209621	1.220112528	0.900002482	1.218492023	1.055574224	1.069999846	1.008085718	0.993862748	1.036750582	1.084507808	0.868763823	1.25452079
389936.final.bam	0.838492449	1.00909184	1.523671686	1.373051002	1.092373624	0.946740178	0.709298671	0.690791509	1.350465193	1.729438946	1.311933533	0.960302255	0.891901971	0.606716819	0.893623376	2.332917783	1.032917929	1.149835011	1.278820027	0.872446778	0.984514944	1.02804013	0.858259719	0.592103269	0.2820115	1.018880792	1.18922277	1.222517519	1.156663537	0.969275784	1.028341342	1.020570868	1.050120741	0.946696104	1.433408688	1.129783613	1.288476819	0.850773298	0.971411636	1.001928578	1.024115249	0.998980395	1.05868775	1.163371758	1.038387462	0.833906082	0.672757237	1.052280485	0.935285407	0.967859327	0.960260868	0.971920058	1.07304659	1.607566375	0.868418922	0.911532659	0.714270102	0.885372198	0.984715971	0.658587869	0.464876826	0.847611557	1.035148847	0.792922439	0.947761974	0.757072263	0.999505716	0.912187795	1.435247096	0.714639257	1.248813807	0.965504404	0.759984984	1.009101007	1.136933607	1.216170573	1.410031085	1.137323401	1.039018685	0.995186316	0.907634698	0.975490353	0.913158136	1.201001515	0.990308376	0.344215412	1.22916253	0.894564512	1.017116478	1.249690631	0.944188665	0.841445283	0.854242138	1.117620194	0.619275031	1.26118803	0.687202417	1.637709394	1.485614224	1.00864313	0.795086283	1.078019323	0.831692585	1.18304052	1.018939508	0.851440484	1.053308856	0.983353076	0.800198247	0.917541195	1.976765789	2.192089284	0.82132831	0.803413929	1.124578123	0.95413708	1.054552616	0.947109208	1.091596527	0.990828688	0.880958198	0.869083943	0.633179592	0.992772215	1.117696088	1.764041436	0.992137869	1.089545924	1.130155802	0.996505341	0.901285198	1.119888398	0.97202311	0.961494988	0.97346525	0.821617575	1.798443173	2.236875224	1.227347679	1.304925969	1.422107782	1.259859383	1.084629673	0.925851134	0.882896212	1.399426765	1.020285766	2.135749756	0.992848109	0.645056968	1.151389449	1.595824786	1.557206112	0.871837564	1.062136259	1.000494284	1.083787793	0.623569878	0.829060721	0.969361	1.064307703	0.971357143	1.085374236	0.607451292	0.934743185	0.973750512	1.545633266	0.688533506	1.464237703	1.003484141	1.032480832	1.319978529	0.754591407	1.225260727	0.952886127	1.052349186	0.820426748	1.3439028	1.082454566	0.996788137	3.67699061	1.359249782	0.85951407	0.900537091	1.102867683	0.981466962	1.100797204	0.800624209	0.339600689	0.939230782	1.081065216	0.968835679	0.807605679	1.220344496	1.202340223	1.316229897	1.392792332	1.191046959	0.737644877	1.135346497	0.609009263	1.275122	1.558954176	0.97608951	1.013439346	0.817037841	4.104067721	0.928911426	0.862162472	1.018968659	0.897796502	1.237116666	0.89696797	0.665182086	0.996728595	0.821108682	1.240550045	0.986749325	0.11975635	0.901028487	1.084407485	1.082949526	0.492926691	1.11455132	1.207831291	1.020805887	0.791137352	1.060400234	0.864511436	1.009649348	0.680867309	1.081432868	1.242924078	1.009200983	0.475903377	0.9795168	1.029535135	1.026009477	1.067682703	1.135922843	0.935952644	0.998087729	0.923294792	0.858868102	1.056348662	13.19636064	1.008773822	1.48540061
4030094.final.bam	0.8760229	1.683348124	0.782267366	1.046260883	0.614947752	1.071362051	0.405078919	0.414072808	1.069214217	0.694497983	0.914045865	1.012048214	0.865669646	0.705140053	1.083191469	0.927817373	0.9051934	0.958862867	0.154590742	1.260989764	1.088633943	0.910555661	1.074547543	0.91826136	0.429406568	1.009349138	0.657213843	0.752873097	1.10471161	1.032437244	1.121930078	0.86204208	0.806524229	4.088183106	1.005027971	0.88625992	0.649202661	0.824240412	1.080185419	0.891967481	1.086337889	1.154875303	0.945021056	1.111146901	1.051308697	1.666531021	2.836296326	0.551584525	1.216080643	1.145352155	0.842299666	0.72809423	0.910879643	0.714852834	0.946621553	1.014318166	2.47331711	0.916017053	1.200212028	1.127060105	1.040455956	1.304298527	1.023191168	0.569798264	1.220402615	1.090066677	1.052395835	0.925470603	1.587371941	0.76474959	0.976344704	0.737019246	0.878937358	1.032757485	0.835695594	1.171434742	0.949386938	1.091447057	0.991851693	1.27619164	0.700653393	1.134411571	0.812172015	0.988382785	1.23647419	1.166850323	0.690416004	0.956736616	0.967981344	1.169087257	0.719200726	0.978341432	1.305770445	0.824215099	0.999599372	0.817845223	0.858120509	1.247579086	1.896827913	1.846812437	1.007543894	0.753913444	1.192992405	0.888414006	0.744954509	1.373763562	0.978662263	0.635805041	0.897124064	1.148453474	0.19541011	0.629912684	1.013311938	0.905791765	1.200127053	1.043939071	1.052020679	1.057741808	0.884532515	1.111773947	0.999861692	1.067300103	1.243862426	0.779460415	0.948142403	1.160265934	1.238346846	0.944615111	1.14781563	0.978031312	0.983770954	1.259252772	1.249853147	1.029624271	1.05563124	0.939889486	0.421910057	0.949533916	0.820109371	0.906085875	0.718119438	1.380781188	0.76702133	1.0635381	1.691887854	2.094081556	1.02423804	0.642853682	0.902098343	1.385910285	1.119895574	1.226218168	1.998526845	0.828090364	1.018602192	0.859821205	1.050659246	0.909030387	0.835735648	0.851547151	1.004339447	1.015515382	0.855552274	1.039396269	0.957859904	0.877052383	0.77691529	0.87908891	1.184411301	1.192517221	1.159649516	0.988776632	0.901941615	0.956979149	1.330904122	0.911466078	1.028315656	1.218757597	1.054240927	1.121143244	0.848292592	0.970106558	1.188075277	0.900228866	0.655887836	1.099286174	0.98447745	1.246576323	0.953274399	1.014644222	1.344459444	0.564945664	0.934032074	1.161400339	0.859298664	0.464921699	0.653138749	1.337695775	0.74183465	0.997723425	1.222459422	1.242127771	0.955311913	1.206955299	1.000138308	1.335773033	0.725258639	1.130840396	1.203472335	0.881543561	1.245931382	1.125251957	1.213420187	1.077662496	0.988006708	1.23382414	1.029520279	1.194197093	2.623345832	0.937460707	1.552339305	1.239751521	2.049701364	0.722514583	0.601980303	1.170519866	0.808832438	1.060917352	1.296940924	1.012324427	2.117502345	0.925177517	0.926628165	0.981429172	1.492787741	0.620648904	0.922402975	0.862928269	1.057707898	0.929756617	1.267966356	0.810472421	0.822804168	0.604650333	1.283018428	1.001113285	0.806847688	1.192024336
4203126.final.bam	1.068027877	1.155767374	1.195794473	0.949695601	1.059615833	0.907312206	0.741982411	0.919936274	0.79840851	0.83819686	0.90754212	1.054365868	0.626456351	0.890884713	2.313177398	1.656259631	0.969586592	0.894591621	1.090110712	0.933799141	1.126507035	1.007758288	2.430183268	0.930258846	2.205728405	1.012848252	1.058744801	0.853510668	1.330444281	0.998520175	0.91674233	1.146574156	1.255217094	1.190003279	1.002479149	1.585421757	0.761232891	0.932403618	1.195174062	1.032865289	0.912140636	0.910578469	1.238401189	0.932108942	1.130427525	0.80496601	0.624419855	0.778918655	1.303140375	0.914621752	2.325023218	1.058713316	0.919504892	0.720203908	0.905372831	1.178259432	1.075205017	1.094059892	1.000129262	1.87509734	1.646753642	0.924580419	0.939283551	0.489335428	1.253988118	1.229134485	1.129068663	1.218735188	1.095554057	0.770329586	0.795544432	0.747211017	0.953960626	0.941165662	1.040128572	0.954493352	1.070127916	1.025100082	1.096015576	1.682137129	1.480015746	1.113651584	1.102412244	1.39650582	0.728988827	1.759753175	0.732250996	1.331220438	0.861148904	1.390854832	1.015602584	1.405570365	1.197194908	1.094643958	1.132454469	1.945380158	0.901741494	0.812780914	0.775937748	0.749066832	1.077376027	0.814374371	0.913889911	0.813743491	0.737386493	1.214234066	1.347005164	1.175766199	1.335031441	0.982867143	0.244623074	1.139225927	0.91709857	1.248252648	1.171904313	0.89051312	1.099082205	1.010306966	1.018143043	1.006808598	1.151701737	0.883511364	0.589874859	1.34945499	1.011275248	1.031536907	0.797451659	0.923691006	0.656086292	0.917928215	1.240557703	0.786895139	1.183012138	0.962620148	0.970224783	0.968723671	0.893573323	1.259773185	1.039867134	0.911225154	0.693570415	1.125832178	0.922096662	0.974485568	1.002214534	0.745174419	1.12062949	1.291499551	1.068920337	0.965878091	1.015035051	1.168112109	1.446743632	0.734274901	0.989871222	1.003862912	0.744164228	0.755932751	1.004062268	0.806238438	0.960643789	0.956263384	1.144774998	1.366451394	1.034079673	2.171647054	0.992933964	0.848009739	0.917965853	0.719309276	1.116502505	0.98622771	0.852384691	0.93776897	0.964112037	0.99703105	0.908246876	1.192236771	0.772338147	0.955366555	0.664057249	0.516749713	1.074299439	0.595083837	1.194919638	1.118267156	0.942589196	0.984708764	0.863037626	1.038480167	1.372595215	1.268262421	1.404683492	1.109986101	0.954722273	0.978783579	1.067556357	0.993694464	0.823130442	1.157006933	0.822605137	0.378923468	0.562765789	1.447476187	0.972270268	0.97920483	1.072281591	1.088693021	0.986790462	0.836893386	1.637771878	1.288464535	0.89764901	0.932858474	0.794129312	1.094379894	1.695070059	0.867700321	0.999870738	1.066886341	1.52009493	0.728046837	1.011451655	0.725695302	0.908524355	0.94840817	0.94739019	0.961636504	1.665378712	0.838333767	2.48186733	1.012150254	1.261531477	1.384395185	0.807605458	0.748237378	0.855236937	1.096186959	1.215669099	0.970824281	0.883523313	1.029094866	1.309452013	1.456407324	0.92064486	1.293102768	1.373138789	2.060813062
673409.final.bam	0.944353017	0.986990401	0.807729386	0.958391279	0.585554349	1.098735867	1.342648422	1.385413451	1.250730331	5.506960489	2.422037622	1.089446006	1.266103984	1.053940666	1.036300174	0.5991658	0.934718164	1.252292354	0.562914733	0.924984454	1.092439626	1.044936913	0.976515766	1.836736667	1.174189131	0.970748945	1.172143103	1.057799334	1.051230319	0.920690987	0.998429029	0.867905629	0.914231514	0.944127869	0.879457715	0.785602573	0.853067511	0.936901719	1.180682808	1.032421635	0.964855052	0.993072396	0.805628223	1.033873657	0.985185805	0.978975644	1.170288119	1.192307449	1.016255876	1.022186012	0.997074345	1.118462446	0.994890746	0.872408904	0.976546623	0.991518889	1.391755444	1.037323067	1.058618016	1.372199521	0.510366577	1.322250491	0.964163643	1.85152192	1.026938534	1.160728255	0.639581573	1.081730107	1.486948497	1.001805942	0.987566966	0.793285288	1.317224162	0.997383655	0.862387633	0.953604437	0.98416494	0.973715482	0.946572632	1.207009617	0.916053012	0.976104662	0.960124767	1.001899457	1.105422584	1.711869367	0.977067318	1.140943173	0.968788967	1.096292773	0.79891978	1.040358284	0.988368836	0.849185453	0.821423358	1.096964223	1.054165766	2.129578013	0.815700588	1.042277193	1.053421667	0.996656708	1.044389135	0.688951737	0.943904786	1.256669435	1.030742969	1.717970014	1.080604275	1.000593969	0.741296157	0.524022127	1.296981734	0.850085167	1.042594857	0.910681386	1.007079649	1.213715804	0.892513017	0.999809245	1.030033253	2.00759109	1.028737337	1.010870467	0.893473769	0.999257442	1.340642808	0.875000566	0.885050215	0.994086614	1.086259785	0.997477855	0.969928073	1.284949039	0.995433477	1.004330892	0.823147713	0.823251907	0.857082351	0.899947478	0.804783809	1.965627565	0.970440744	1.0082115	0.999749444	3.582032282	1.024722627	0.921241746	1.03432587	0.937253348	0.940784406	1.078342207	1.154831145	1.039414317	0.964963841	1.141879227	0.970964348	1.081176208	1.052128754	0.959063863	1.00112851	0.998505355	0.797982656	1.11949204	1.047431894	1.206126184	0.725388172	1.160195762	1.000190755	0.946614826	0.994901431	0.999029993	1.026768338	0.884808638	1.010366959	0.810473063	1.169599376	1.047633998	1.184034758	0.961868384	1.308292985	1.200220168	0.920139839	1.29922995	1.190488452	0.924331806	0.997525139	1.063936641	0.501175014	1.000881458	1.030980806	0.902296186	0.870517225	0.865849605	0.794247382	0.998884088	1.013340557	1.012995761	1.068863577	0.5798948	1.006323786	3.50250948	4.318289724	0.913950958	0.93749335	0.870892188	0.827539311	1.097683346	0.894363169	0.971441352	1.05496045	1.170765019	1.105321046	1.405623311	1.117854167	1.239423508	1.118499461	0.948914325	0.677753555	1.041820193	0.780983566	1.150903234	0.628497272	0.858180964	1.116035809	0.983736611	0.976553531	1.004289646	1.032596405	0.955461858	2.11319931	1.121036844	1.276758145	1.047969396	1.183982912	0.996612597	0.944675342	0.983692425	0.996726892	1.070785882	0.84401586	0.890832346	0.902648084	1.048133379	0.914297623	0.953223325	1.00066884	1.477525501
AP.final.bam	0.895835274	1.101701723	0.964101567	0.895965163	0.315883789	1.12615267	0.384221416	0.182863079	0.213852712	0.540710731	1.418188394	1.260503613	0.433282897	0.179785349	1.462951025	0.461828135	0.835613344	0.446823847	0.159421009	1.933427782	1.010360028	1.174555057	1.402424947	0.677673303	0.279820253	1.128869468	0.614366462	0.233336158	1.356286641	0.902419668	1.392015885	0.643567002	0.835804425	1.692929932	1.062951865	1.007828022	0.334104947	1.244026279	0.981056146	1.156053251	2.657181805	1.456164523	0.992171978	1.097482052	1.239001396	1.763191465	1.666404307	0.395822529	1.545602784	1.480931821	1.34027794	0.619936101	1.137264823	0.598624761	1.171255856	1.136305842	1.791343226	0.61598553	1.505130837	0.424906622	1.966223666	1.528880613	1.303194677	0.490394611	1.383281027	4.229394767	1.269978927	1.596925548	0.604934001	0.369626599	1.175326683	0.545754116	1.182886956	1.188035169	1.281225228	1.095137396	0.483745009	1.309380715	1.289090105	1.30066358	0.42908697	1.190118877	0.788004494	1.415716954	1.097372962	7.252713407	0.764168718	1.131730054	1.07164809	1.818703644	0.514643827	1.370964363	1.718851348	0.771011818	1.675115996	0.87545182	1.138876546	0.559860865	0.466102358	0.346173416	1.520467298	0.720489856	1.201488712	1.393076718	0.275879036	1.203050298	5.783900226	0.830433547	1.139404926	1.337033368	5.076654245	0.740896478	1.387473604	0.641603198	0.809871116	1.267160105	1.291186371	0.482031323	0.892364406	1.34714552	0.835140634	0.780249101	1.933532833	1.119554913	1.201512939	0.842617853	2.60976365	0.695922909	0.941331202	1.146135421	1.046094811	0.796253477	1.637696551	0.181070015	1.416925108	0.734065968	0.607629357	0.728025328	0.268434764	0.603188246	0.34237004	0.129433468	1.265437506	1.564191995	1.425961252	0.303161257	1.262497001	1.030121571	1.053448954	2.968027431	1.857777075	1.165514894	0.554432635	0.853998827	1.587105202	0.507950561	0.76134172	0.579978271	4.177998409	0.316315375	1.18076785	1.110516688	1.878574454	0.584496677	2.005901038	0.581237103	0.893483854	0.762917632	1.452639675	0.336980271	1.515729033	0.911302965	0.377118957	1.272896566	1.721878203	0.819280583	0.722816717	0.346153565	0.202807695	1.360869468	0.202592528	1.090295842	1.686784616	0.678102849	0.512369961	1.486995891	0.795206645	1.222133753	0.210870609	1.053726835	0.571411244	0.409747445	0.687413862	0.82192384	0.361817185	0.265212804	0.284775029	1.315518735	0.605303098	0.440454361	0.528975229	0.098641399	0.13989847	3.155623532	0.641791527	0.920423424	1.720666253	1.108378485	1.124767749	0.855157533	1.70047988	1.335496788	1.618375948	0.171746476	0.195257368	1.180426343	0.437234962	1.414145079	0.80694507	0.695345935	2.982944335	1.24701036	1.226587901	0.284500352	0.579851353	1.43533874	0.371171553	1.176584381	0.915192645	1.185491151	0.853123565	1.33278	0.747089804	0.887295313	0.785058956	0.60474063	0.982655489	0.869030844	0.806608245	0.721648287	1.533415931	0.731037413	1.025866168	0.170936683	1.701724447	1.181800666	0.515322243	0.773041598
NA12878.final.bam	0.766315336	1.016974352	1.324518308	0.942837187	1.171213818	1.035238881	2.306952332	2.292457484	0.917091145	1.674328242	1.296258925	1.025721546	1.000185232	1.270870605	0.94911289	1.255167159	0.871311731	0.744770072	1.094867052	0.909468711	0.999814768	0.950666118	0.894809801	0.75364946	1.384079917	0.948333654	0.860479898	0.886834002	0.95942923	0.925611114	0.978536799	0.950355522	1.009027681	1.003367329	0.929662281	0.96439511	0.790530925	0.986279016	0.962540413	1.098071238	1.074818959	0.989424851	1.46065432	1.065842061	1.198294453	1.006694688	0.760586894	0.948928457	0.996958629	0.983483577	0.902972815	0.953967055	1.065640734	1.215597516	0.939007287	1.001736943	0.843215182	0.91327357	0.924106324	0.960497642	0.897566937	0.941386441	1.01174278	1.304246399	1.009630024	1.003262418	0.864774274	1.667867705	0.596207824	0.709991842	0.930588398	1.321227809	0.921949366	1.02476767	1.485976799	1.075876888	1.173657282	1.010055036	1.07770274	1.303081808	0.827644605	1.068341772	0.958560003	0.929435001	2.207388775	10.33321791	0.789091212	1.324321079	1.003299374	0.902558333	0.696143377	0.973655604	0.950730076	1.205592781	1.28864865	1.225577191	1.495850126	1.082547427	1.258829427	0.963279854	1.07262955	1.041147453	0.91808925	0.919210421	1.096036911	1.004192681	4.075340202	0.371032956	0.949319524	1.020757324	0.989509876	1.462787967	1.367750537	0.808394714	1.340982341	0.931969907	0.994830058	1.040030095	1.091429665	1.035116405	0.82102901	0.768382441	1.349393915	0.962939879	1.078890355	1.201917511	0.795298969	1.008568494	0.916016431	0.97131249	1.020943633	0.827861735	0.91631486	0.99040574	0.965406013	0.682848018	1.062414633	1.63250253	0.711756858	0.868908213	2.900965927	0.587591147	1.033647503	0.951511388	0.95657039	0.603321846	0.953541613	1.149938439	1.037013918	0.75544068	1.075100267	1.012601222	0.91960844	0.906263324	0.905746506	1.157269608	2.101944034	0.810097558	0.705129434	1.408415009	0.986991842	0.95464604	1.476494113	1.016536282	0.924077464	1.292699671	0.980875396	0.997972592	0.979456273	1.305226809	0.905338298	1.193649365	1.139436246	0.930686598	0.966305355	0.905107344	0.902009617	0.971124049	1.004553206	0.972460755	1.106640959	0.780685314	0.948079812	1.240949689	1.34244812	0.988315279	0.903838376	0.930340367	1.089008022	1.038782104	1.132119494	1.370015068	1.187393975	1.219522758	0.859791861	0.939090757	0.840412121	0.929210247	0.826786214	1.169455987	0.6784193	0.778369439	0.856308602	0.989219772	1.008868144	1.067276127	1.25347161	1.063639937	0.914155474	1.044568812	1.067405011	0.978074391	0.961023499	1.055087272	1.469472869	0.998327517	1.534808904	0.927292179	0.605544277	1.199075536	1.491886535	1.24994407	1.139250535	1.356200659	1.481889583	1.004985596	0.913738479	1.113283638	1.023854637	1.181799135	1.313304098	1.033699017	1.087240785	0.779675128	0.83533776	1.348469037	1.380972882	1.429936041	0.937496739	1.6075445	0.997552551	1.030266225	1.036646381	1.095151479	0.89696265	0.935405818	1.109978084	1.638315068
